,Name,Type,Size,Shape,Datatype
833,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unitExponent,Dataset,1,"(1,)",float32
834,AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus,Dataset,1,"(1,)",int32
835,AwakeEventData/SPSBQMSPSv1,Group,,,
836,AwakeEventData/SPSBQMSPSv1/Acquisition,Group,,,
837,AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk,Dataset,1,(),bool
838,AwakeEventData/SPSBQMSPSv1/Acquisition/bqmOutputEnable,Dataset,1,(),bool
839,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities,Dataset,288,"(288,)",float32
840,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax,Dataset,1,"(1,)",float32
841,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr,Dataset,1,"(1,)",float32
842,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean,Dataset,1,"(1,)",float32
843,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin,Dataset,1,"(1,)",float32
844,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMinThr,Dataset,1,"(1,)",float32
845,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex,Dataset,1,"(1,)",float32
846,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk,Dataset,1,(),bool
847,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexThr,Dataset,1,"(1,)",float32
848,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk,Dataset,1,(),bool
849,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd,Dataset,1,"(1,)",float32
850,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMax,Dataset,1,"(1,)",float32
851,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr,Dataset,1,"(1,)",float32
852,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean,Dataset,1,"(1,)",float32
853,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin,Dataset,1,"(1,)",float32
854,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMinThr,Dataset,1,"(1,)",float32
855,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthOk,Dataset,1,(),bool
856,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd,Dataset,1,"(1,)",float32
857,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk,Dataset,1,(),bool
858,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,Dataset,1,"(1,)",float32
859,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,Dataset,288,"(288,)",float32
860,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,Dataset,1,"(1,)",float32
861,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,Dataset,1,"(1,)",float32
862,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,Dataset,1,"(1,)",float32
863,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,Dataset,1,"(1,)",float32
864,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,Dataset,1,"(1,)",float32
865,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,Dataset,1,(),bool
866,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,Dataset,1,"(1,)",float32
867,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,Dataset,1,(),bool
868,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,Dataset,1,"(1,)",float32
869,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,Dataset,288,"(288,)",float32
870,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,Dataset,288,"(288,)",float32
871,AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,Dataset,1,"(1,)",int16
872,AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,Dataset,1,(),bool
873,AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,Dataset,1,(),bool
874,AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,Dataset,288,"(288,)",int32
875,AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,Dataset,1,(),bool
876,AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,Dataset,0,"(0,)",Unsupported Datatype
877,AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,Dataset,1,"(1,)",int16
878,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,Dataset,1,"(1,)",int32
879,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,Dataset,1,"(1,)",int16
880,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,Dataset,1,(),bool
881,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,Dataset,1,"(1,)",int32
882,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,Dataset,1,"(1,)",int32
883,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,Dataset,1,"(1,)",int32
884,AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,Dataset,1,"(1,)",int16
885,AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,Dataset,1,"(1,)",int16
886,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,Dataset,1,"(1,)",float32
887,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,Dataset,1,"(1,)",float32
888,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,Dataset,1,"(1,)",float32
889,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,Dataset,1,"(1,)",float32
890,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,Dataset,1,"(1,)",float32
891,AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,Dataset,1,(),bool
892,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,Dataset,4620,"(4620,)",float32
893,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,Dataset,4620,"(4620,)",float32
894,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,Dataset,1,"(1,)",float32
895,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,Dataset,1,"(1,)",float32
896,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,Dataset,1,(),bool
897,AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,Dataset,1,(),bool
898,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,Dataset,1,(),bool
899,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,Dataset,1,"(1,)",int32
900,AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,Dataset,1,(),bool
901,AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,Dataset,50,"(50,)",|S48
902,AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,Dataset,288,"(288,)",int32
903,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,Group,,,
904,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,Dataset,80000,"(80000,)",int16
905,AwakeEventData/SR.AWGAMP,Group,,,
906,AwakeEventData/SR.AWGAMP/Status,Group,,,
907,AwakeEventData/SR.AWGAMP/Status/position,Dataset,1,"(1,)",int64
908,AwakeEventData/SR.AWGPH,Group,,,
909,AwakeEventData/SR.AWGPH/Status,Group,,,
910,AwakeEventData/SR.AWGPH/Status/position,Dataset,1,"(1,)",int64
911,AwakeEventData/SR.AWINTLK,Group,,,
912,AwakeEventData/SR.AWINTLK/PhaseAcq,Group,,,
913,AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,Dataset,1,"(1,)",float32
914,AwakeEventData/SR.SCOPE27.CH01,Group,,,
915,AwakeEventData/SR.SCOPE27.CH01/Acquisition,Group,,,
916,AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
917,AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
918,AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
919,AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
920,AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
921,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
922,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
923,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
924,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
925,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
926,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
927,AwakeEventData/SR.SCOPE28.CH01,Group,,,
928,AwakeEventData/SR.SCOPE28.CH01/Acquisition,Group,,,
929,AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
930,AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
931,AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
932,AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
933,AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
934,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
935,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
936,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
937,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
938,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
939,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
940,AwakeEventData/SR.SCOPE29.CH01,Group,,,
941,AwakeEventData/SR.SCOPE29.CH01/Acquisition,Group,,,
942,AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
943,AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
944,AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
945,AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
946,AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
947,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
948,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
949,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
950,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
951,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,Dataset,320,"(1, 320)",int16
952,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
953,AwakeEventData/SR.SCOPE30.CH01,Group,,,
954,AwakeEventData/SR.SCOPE30.CH01/Acquisition,Group,,,
955,AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
956,AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
957,AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
958,AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
959,AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
960,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
961,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
962,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
963,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
964,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,Dataset,4000,"(1, 4000)",int16
965,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
966,AwakeEventData/SR.SCOPE30.CH02,Group,,,
967,AwakeEventData/SR.SCOPE30.CH02/Acquisition,Group,,,
968,AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
969,AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
970,AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
971,AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
972,AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
973,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
974,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
975,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
976,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
977,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,Dataset,4000,"(1, 4000)",int16
978,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
979,AwakeEventData/SR.SCOPE43.CH01,Group,,,
980,AwakeEventData/SR.SCOPE43.CH01/Acquisition,Group,,,
981,AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
982,AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
983,AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
984,AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
985,AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
986,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
987,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
988,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
989,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
990,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,Dataset,352,"(1, 352)",int16
991,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
992,AwakeEventData/SR.SCOPE43.CH02,Group,,,
993,AwakeEventData/SR.SCOPE43.CH02/Acquisition,Group,,,
994,AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
995,AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
996,AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
997,AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
998,AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
999,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1000,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1001,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
1002,AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1003,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
1004,AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
1005,AwakeEventData/SR.SCOPE43.CH03,Group,,,
1006,AwakeEventData/SR.SCOPE43.CH03/Acquisition,Group,,,
1007,AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
1008,AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1009,AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1010,AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1011,AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,Dataset,1,"(1,)",float32
1012,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1013,AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1014,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,Dataset,1,"(1,)",float32
1015,AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1016,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,Dataset,352,"(1, 352)",int16
1017,AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
1018,AwakeEventData/SR.SCOPE43.CH04,Group,,,
1019,AwakeEventData/SR.SCOPE43.CH04/Acquisition,Group,,,
1020,AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,Dataset,1,"(1,)",int32
1021,AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1022,AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1023,AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1024,AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
1025,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1026,AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1027,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,Dataset,1,"(1,)",float32
1028,AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1029,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,Dataset,352,"(1, 352)",int16
1030,AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,Dataset,1,"(1,)",|S1
1031,AwakeEventData/SR.SCOPE43.CH05,Group,,,
1032,AwakeEventData/SR.SCOPE43.CH05/Acquisition,Group,,,
1033,AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,Dataset,1,"(1,)",int32
1034,AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1035,AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1036,AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1037,AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,Dataset,1,"(1,)",float32
1038,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1039,AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1040,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,Dataset,1,"(1,)",float32
1041,AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1042,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,Dataset,352,"(1, 352)",int16
1043,AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,Dataset,1,"(1,)",|S1
1044,AwakeEventData/SR.SCOPE43.CH06,Group,,,
1045,AwakeEventData/SR.SCOPE43.CH06/Acquisition,Group,,,
1046,AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,Dataset,1,"(1,)",int32
1047,AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1048,AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1049,AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1050,AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,Dataset,1,"(1,)",float32
1051,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1052,AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1053,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,Dataset,1,"(1,)",float32
1054,AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1055,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,Dataset,252,"(1, 252)",int16
1056,AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,Dataset,1,"(1,)",|S1
1057,AwakeEventData/SR.SCOPE43.CH07,Group,,,
1058,AwakeEventData/SR.SCOPE43.CH07/Acquisition,Group,,,
1059,AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,Dataset,1,"(1,)",int32
1060,AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1061,AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1062,AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1063,AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,Dataset,1,"(1,)",float32
1064,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1065,AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1066,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,Dataset,1,"(1,)",float32
1067,AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1068,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,Dataset,352,"(1, 352)",int16
1069,AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,Dataset,1,"(1,)",|S1
1070,AwakeEventData/SR.SCOPE43.CH08,Group,,,
1071,AwakeEventData/SR.SCOPE43.CH08/Acquisition,Group,,,
1072,AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,Dataset,1,"(1,)",int32
1073,AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1074,AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1075,AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1076,AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,Dataset,1,"(1,)",float32
1077,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1078,AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1079,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,Dataset,1,"(1,)",float32
1080,AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1081,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,Dataset,252,"(1, 252)",int16
1082,AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,Dataset,1,"(1,)",|S1
1083,AwakeEventData/SR.SCOPE45.CH01,Group,,,
1084,AwakeEventData/SR.SCOPE45.CH01/Acquisition,Group,,,
1085,AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,Dataset,1,"(1,)",int32
1086,AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1087,AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1088,AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1089,AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
1090,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1091,AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1092,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
1093,AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1094,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,Dataset,352,"(1, 352)",int16
1095,AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,Dataset,1,"(1,)",|S1
1096,AwakeEventData/SR.SCOPE45.CH02,Group,,,
1097,AwakeEventData/SR.SCOPE45.CH02/Acquisition,Group,,,
1098,AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,Dataset,1,"(1,)",int32
1099,AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1100,AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1101,AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
1102,AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
1103,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
1104,AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
1105,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
1106,AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
1107,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,Dataset,352,"(1, 352)",int16
1108,AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,Dataset,1,"(1,)",|S1
1109,AwakeEventData/SR.SCOPE45.CH03,Group,,,
1110,AwakeEventData/SR.SCOPE45.CH03/Acquisition,Group,,,
1111,AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,Dataset,1,"(1,)",int32
1112,AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
1113,AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,Dataset,1,"(1,)",int64
1114,AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
